timestamp,sample_id,moteur_id,vib_rms,vib_peak,vib_kurtosis,current_rms,current_thd,temperature,label,anomaly_type
1770248530,254,MOT_006,1.5443777357859652,3.5221272700484714,1.7789227074841596,8.509916984254595,5.465503052565404,53.589313518096176,NORMAL,NONE
1770247880,189,MOT_001,1.5260458291562924,3.146291906361549,1.7640405691873076,8.51507353108167,5.437511318624757,53.44969162996256,NORMAL,NONE
1770253360,797,MOT_001,3.951929387447483,8.134528647432207,1.6521622624739234,8.534994638187868,8.802739566964691,65.76524035886568,ANOMALY,DESEQUILIBRE
1770250360,437,MOT_002,1.5050852083292252,3.5102124364776617,1.7437288755493925,8.505513680424484,5.469410959583734,58.968212131493736,NORMAL,NONE
1770248460,247,MOT_008,1.5209613804780464,3.34588260917094,1.7387623286641587,8.507917912168386,5.462412875501979,57.1453284153087,NORMAL,NONE
1770249320,333,MOT_010,1.4972593991790304,3.192630384201382,1.7398655654025301,8.50700421841637,5.400910086192316,58.91281033440516,NORMAL,NONE
1770249940,395,MOT_004,1.5313171649339612,3.278923379717921,1.705492762588038,8.507440759998412,5.4601574454683295,60.15771555776139,NORMAL,NONE
1770251250,526,MOT_008,1.5266570532811248,3.0440968283876675,1.7116483529766293,8.510633181517141,5.545059629970285,52.33247186856501,NORMAL,NONE
1770253400,921,MOT_010,2.3076425099933857,4.2075198784530805,1.61491240600694,15.763084533539262,17.02146224267078,65.83631492869446,ANOMALY,SURCHARGE_ELECTRIQUE
1770247450,146,MOT_009,1.5299524702259857,3.812473423634409,1.7693070986600632,8.513885197321938,5.53082717033077,48.34623818089795,NORMAL,NONE
1770251690,570,MOT_002,1.5197284391942292,3.5806511101265244,1.7711598595614797,8.506858648296115,5.433710712332788,55.3852264138157,NORMAL,NONE
1770253150,896,MOT_008,2.3204849087469546,4.2832102123546525,1.6198815667104478,15.758078275917823,17.076545299288902,77.72420538249865,NORMAL,SURCHARGE_ELECTRIQUE
1770253480,869,MOT_006,6.269583415678758,10.423931687435104,2.4841374844523525,8.543542020239009,8.912753951197363,56.43275807368932,ANOMALY,DEFAUT_ROULEMENT
1770251640,565,MOT_004,1.5104979454003384,3.2335071592080973,1.7516812194814246,8.508470574514867,5.488926391833558,51.72075762435271,NORMAL,NONE
1770247240,125,MOT_001,,3.7986605408438363,1.7851478873848456,8.50931849134683,5.398018045878626,58.288576460675,NORMAL,NONE
1770253480,989,MOT_009,1.6855817131024504,3.551058730113632,1.6963770300314573,8.535933655673063,8.917707165714782,71.76351363920273,ANOMALY,SURCHAUFFE
1770247770,178,MOT_009,1.5190231457073153,3.4906464447760706,1.7710175184501715,8.512781042805587,5.454970940634453,55.91017911917985,NORMAL,NONE
1770248730,274,MOT_003,1.5108600152251948,3.6586191002293855,1.7897846015983745,8.50892696417468,5.445366210416411,48.94958945299354,NORMAL,NONE
1770253320,733,MOT_005,3.880177130691417,10.505267228577715,3.103240714698846,8.532951793928785,8.931136892144895,59.57930549505858,ANOMALY,DESALIGNEMENT
1770253350,916,MOT_002,2.3039961167113407,4.039616165260643,1.621258332845647,15.751354114803704,17.053489055177035,74.44731398959402,ANOMALY,SURCHARGE_ELECTRIQUE
1770250700,471,MOT_003,1.5138269001792828,3.2300603487828377,1.7775874288376539,8.502151872211506,5.412597935762556,53.51015785880875,NORMAL,NONE
1770253540,995,MOT_004,1.684396046513003,3.4334545111237915,1.6679579580025174,8.53342049267669,8.88512806505362,84.21877774689193,ANOMALY,SURCHAUFFE
1770249380,339,MOT_002,1.51102542935195,3.2644140460832727,1.7410504992352192,8.5092334681427,5.38503701774528,58.33403661031409,NORMAL,NONE
1770251630,564,MOT_005,1.5308068482563877,3.4392035548679756,1.8011520328167736,8.51118992369728,5.453264783418386,56.03534731068453,NORMAL,NONE
1770250120,413,MOT_003,1.5174954429973084,3.100944528908238,1.7421727033296717,8.511474296766394,5.431629330180974,52.52730265469437,NORMAL,NONE
1770247220,123,MOT_005,1.5072798494313022,3.4268882367036104,1.7468147633475268,8.512671727308865,5.421245803027565,56.35907464697458,NORMAL,NONE
1770252760,677,MOT_010,1.5190222093812058,3.507127247107836,1.7610173789739758,8.508214959102425,5.460462132860296,53.563802965981765,NORMAL,NONE
1770251310,532,MOT_004,1.5287402257641376,3.228909191979602,1.786265284734863,8.510741584749995,5.4255348584223055,57.045118418516886,NORMAL,NONE
1770253380,859,MOT_007,6.342578356367342,10.249614214979621,2.5350858754660255,8.540351569449257,8.930615124573887,59.227760558851934,ANOMALY,DEFAUT_ROULEMENT
1770249720,373,MOT_002,14.966341547178303,3.337333917743157,1.7732570603619626,8.51165858165775,5.521097153395935,54.35498863570648,NORMAL,NONE
1770251380,539,MOT_004,1.5109824102154314,3.8487881859028805,1.7985853307643418,8.515507913056066,5.448245688828228,57.78473650071493,NORMAL,NONE
1770250610,462,MOT_006,1.513229561898273,3.2703195204336164,1.7790624312410857,8.511633893545913,5.45137146944705,57.81760287901136,NORMAL,NONE
1770253290,910,MOT_002,2.320961726889365,4.2082562488856645,1.5986802824906134,15.755433962145124,17.012774416570064,62.8130993273837,ANOMALY,SURCHARGE_ELECTRIQUE
1770253200,901,MOT_009,2.315795733160704,4.2171400462046345,1.6170976118451215,15.764008293653939,17.03306180445199,61.31999975505188,ANOMALY,SURCHARGE_ELECTRIQUE
1770248280,229,MOT_010,1.5234361073025384,3.2717365421016376,1.7823457785232746,8.507362658871902,5.455416563708852,58.19468329739231,NORMAL,NONE
1770252840,685,MOT_008,1.5189569663260085,,1.7692738980612026,8.512666305734287,5.48879373766832,56.90182900739162,NORMAL,NONE
1770253460,927,MOT_010,2.3010265756277786,4.15398350255187,1.6277402116769042,15.771517231286348,17.04812841871022,66.38307274874727,ANOMALY,SURCHARGE_ELECTRIQUE
1770253580,999,MOT_010,1.6813857988117034,3.2594220243743264,1.6677619516871371,8.531685833785547,8.72991979703018,88.72639310113962,ANOMALY,SURCHAUFFE
1770250490,450,MOT_008,1.5157956106890274,3.529988880775156,1.8239983961572774,8.507062382234768,5.471538906539827,53.21637845423479,NORMAL,NONE
1770247340,135,MOT_008,1.5065733784303548,3.039648691125185,1.7105990312184782,8.506564545881796,5.478883702696548,46.55269499596643,NORMAL,NONE
1770253120,833,MOT_004,6.409267610568561,,2.6045562605616013,8.529894485698652,8.787341865211735,60.199009542892014,ANOMALY,DEFAUT_ROULEMENT
1770247750,176,MOT_006,1.5210736994063616,3.1662388914359356,1.7750885600480515,,5.523813583506328,55.983132104147245,NORMAL,NONE
1770252340,635,MOT_003,1.5076698343073205,3.366362491177064,1.7679247115930747,8.510941447049058,5.408623789587207,55.69267051214328,NORMAL,NONE
1770249280,329,MOT_006,1.5127054842513432,3.2906362134392806,1.7560091870128829,8.509122007443702,5.437559308354248,50.403052691422175,NORMAL,NONE
1770253070,948,MOT_008,1.6836836057831968,3.318048218554382,1.6659905524464054,8.532690552494302,8.751318186156915,89.27484808876355,ANOMALY,SURCHAUFFE
1770250970,498,MOT_010,1.5416811248710776,3.392147484609744,1.7691991727091565,8.513075581496405,5.434655366238524,53.79190856741681,NORMAL,NONE
1770251760,577,MOT_007,1.5009955241553419,3.3037466245382463,1.7853815791953362,8.50871215317108,5.454492053249726,61.91005569961077,NORMAL,NONE
1770251230,524,MOT_004,1.5164228763036152,3.8169656223590795,1.7491195466223266,8.510598419055656,5.493613608141965,64.71289394185895,NORMAL,NONE
1770253400,861,MOT_002,6.160775635603807,10.595769755958115,2.668534644196795,8.5388708982014,8.818348446568775,62.639929188291696,ANOMALY,DEFAUT_ROULEMENT
1770248330,234,MOT_004,1.5410397144037564,3.623450118577612,1.788103750587387,8.505184650030591,5.486211763811284,52.40119740680187,NORMAL,NONE
1770249460,347,MOT_007,1.5372915690188451,3.38157461789059,1.7322997234050592,8.510940754415055,5.471802671105367,56.9576477906042,NORMAL,NONE
1770250480,449,MOT_007,1.5253900710276724,,1.8165915464915907,,5.395501865159035,52.29275140378629,NORMAL,NONE
1770246780,79,MOT_003,1.4894724032053872,3.4202201020150302,1.7722160873693156,8.507017341126264,5.453722957105761,51.951789861552776,NORMAL,NONE
1770253010,942,MOT_002,1.677864442048905,3.146175121599127,1.6996727218463874,8.538662557336904,8.832883745521775,66.63553201430038,ANOMALY,SURCHAUFFE
1770253400,981,MOT_009,1.6662697380552378,3.46622634287819,1.6946972813908145,8.537139694188806,8.848416309125591,81.60338284196948,ANOMALY,SURCHAUFFE
1770252210,622,MOT_005,1.5121690288167486,3.289643990096944,1.8018915245257963,8.509492286589367,5.480724248277567,,NORMAL,NONE
1770247260,127,MOT_005,1.507760004059599,3.3436272146207564,1.8157109919193608,8.503509141382766,5.4798117628815355,53.307039749989265,NORMAL,NONE
1770252440,645,MOT_007,1.5386956279565493,3.4665595121987076,1.8053898395180672,8.50752029798706,5.487725524930805,55.97845462652516,NORMAL,NONE
1770249350,336,MOT_006,1.5191100050461557,3.3814661956248564,1.7610442736967127,8.506055937926977,5.458563893855645,50.93581527898178,NORMAL,NONE
1770247620,163,MOT_003,1.5299928272968895,3.4647604697280183,1.7806672526308827,8.511207980638765,5.50593230523371,55.860213336702074,NORMAL,NONE
1770253220,723,MOT_010,3.8331419251945564,10.18132642897489,2.91137013522862,8.54616860732794,8.857270090967377,66.88079663486585,ANOMALY,DESALIGNEMENT
1770250240,425,MOT_004,1.5130838492432148,3.210734993908295,1.7899394007781368,8.515096833662037,5.447566625064504,53.82506770679862,NORMAL,NONE
1770253110,892,MOT_009,2.292652695041591,3.8700741926057955,1.6099093424859179,15.764908844013975,16.996455467443216,61.255593243530605,ANOMALY,SURCHARGE_ELECTRIQUE
1770253460,867,MOT_001,6.388041703991315,10.532699419422931,2.4895391143916132,8.549415937298113,8.891959140938113,58.28491405883246,ANOMALY,DEFAUT_ROULEMENT
1770249660,367,MOT_009,1.5200185301359552,3.925028851061236,1.7668915472065552,8.509517933191493,5.455825047638758,53.24657550830525,NORMAL,NONE
1770249400,341,MOT_001,1.500058275401132,3.254798057511622,1.746220304409296,,5.4982139600100375,58.329361574233324,NORMAL,NONE
1770253440,805,MOT_006,3.9879317631761793,8.102670599075747,1.6265394564576954,8.540238326569751,8.84970220516643,68.93529821906472,ANOMALY,DESEQUILIBRE
1770247460,147,MOT_004,1.5156668971505416,3.701082617480737,1.8032991129388147,8.512909705598426,5.46653939625375,59.897821358510484,NORMAL,NONE
1770253520,753,MOT_002,3.931419703825405,10.220432461138056,2.969321772004133,8.5377723073987,8.891476640004594,63.81199801026513,ANOMALY,DESALIGNEMENT
1770250100,411,MOT_004,1.5198958253570247,3.4946542974796753,1.766720979231781,8.51378851886412,5.504395181083265,57.93358567429888,NORMAL,NONE
1770248440,245,MOT_004,1.5126325686394633,3.1349884144179248,1.7564570284059071,8.51212591433215,5.515380240425253,56.33533652493021,NORMAL,NONE
1770253170,778,MOT_007,3.9991481352735243,7.989044553696025,1.6525460005501005,8.537826355052259,8.899810301426967,65.96194926108276,NORMAL,DESEQUILIBRE
1770252660,667,MOT_009,1.517429385559224,3.2395345616535547,1.7453741671338114,8.511760407481091,5.423864511367103,63.91996183604996,NORMAL,NONE
1770251190,520,MOT_003,15.311609565236068,3.456665728293006,1.7806249583717602,8.515862011598239,5.453821007698392,63.004366349609406,NORMAL,NONE
1770251810,582,MOT_002,1.4783201445387817,3.2024601295239368,1.8036022826567788,8.50464372047606,5.429179025875537,55.5431073247708,NORMAL,NONE
1770253340,915,MOT_008,2.2933317167078013,3.9163229794793932,1.6216573740537432,15.75330993819272,17.00415142686825,66.02541583373468,ANOMALY,SURCHARGE_ELECTRIQUE
1770250400,441,MOT_005,1.4812085157997161,3.358946440575366,1.7400822518338372,8.510559744228054,5.460472863080111,53.45774651002525,NORMAL,NONE
1770248350,236,MOT_003,1.5060014481975559,3.3429132064372347,1.7529230835003846,8.505699736355133,5.428265343700999,55.68883835985153,NORMAL,NONE
1770250730,474,MOT_007,1.4721094376352475,3.459553797226728,1.7952099765633838,8.510364344489034,5.421567383839574,45.113116433290884,NORMAL,NONE
1770253580,819,MOT_003,3.9702230464643953,7.8788958216488965,1.620659387702612,8.5269370385682,8.805310513852827,57.88504950758562,ANOMALY,DESEQUILIBRE
1770250070,408,MOT_007,1.5347297547631429,,1.7224284618051322,8.50510072559478,5.488560740879788,55.51489404389935,NORMAL,NONE
1770246270,28,MOT_010,1.529908188094886,3.573344803030139,1.7786140116773876,8.512232748251868,5.491500857185221,54.483299123331385,NORMAL,NONE
1770246550,56,MOT_004,1.5403438566749053,3.512743779580786,1.7704160885737414,8.50761332371662,5.415281831437286,58.35972962941631,NORMAL,NONE
1770252060,607,MOT_001,1.5073838591836632,3.2712220482430627,1.784354414643696,8.505782011645337,5.4496926565147845,45.61468507247045,NORMAL,NONE
1770250760,477,MOT_004,1.5130994340658337,3.4446778222431993,1.7804086856648274,8.509286839116902,5.4647050868510805,55.04831275975551,NORMAL,NONE
1770251860,587,MOT_010,1.5056763529654775,,1.7266106831255656,8.502669397407384,5.49665396385477,56.0080093919012,NORMAL,NONE
